-110.0067220             49.0011350
-111.3443070             48.9993340
-112.9345780             49.0011350
-113.8445510             48.9996960
-114.0683970             48.9996960
-114.0560370             49.0271680
-114.0780100             49.0573240
-114.1514810             49.1027500
-114.1803200             49.1651980
-114.2455520             49.1876420
-114.2908700             49.1840520
-114.4027930             49.2342930
-114.3900900             49.2535690
-114.4498290             49.2936650
-114.4882810             49.3250020
-114.5081930             49.3567670
-114.5741110             49.3894050
-114.6015770             49.4452410
-114.5947110             49.4956630
-114.5699920             49.5397950
-114.5880160             49.5648750
-114.6226920             49.5485780
-114.6731600             49.5530330
-114.7248270             49.5732970
-114.7189900             49.6275900
-114.6578790             49.6544910
-114.6657750             49.6958150
-114.6348760             49.7282270
-114.6565060             49.7652750
-114.6417430             49.7969770
-114.6516990             49.8434930
-114.6880910             49.9138470
-114.6822550             49.9635650
-114.6558190             49.9670980
-114.6530730             49.9951360
-114.6619990             50.0160980
-114.6654320             50.0632860
-114.6980480             50.0873020
-114.7334100             50.1198930
-114.7265440             50.1610400
-114.7371870             50.2019320
-114.7615630             50.2337860
-114.7667120             50.2581570
-114.7546960             50.2952370
-114.7831920             50.3105870
-114.7879980             50.3386440
-114.7698020             50.3579230
-114.8037910             50.3653690
-114.8168370             50.3824480
-114.8649030             50.3960200
-114.8618130             50.4235880
-114.8954580             50.4397720
-114.9239540             50.4655660
-114.9448970             50.4891630
-114.9826620             50.5389390
-115.0121880             50.5668600
-115.0242040             50.5847380
-115.0472070             50.5764540
-115.0605970             50.5786340
-115.0839430             50.5816860
-115.1278880             50.5716570
-115.1670270             50.5705670
-115.1910590             50.5522470
-115.2113150             50.5339200
-115.2336310             50.5614080
-115.2380940             50.5910600
-115.3114490             50.6281680
-115.2922230             50.6734460
-115.3148830             50.7238970
-115.3732470             50.7134630
-115.4158190             50.7125940
-115.4343590             50.7543150
-115.5222500             50.7842790
-115.5627620             50.8285390
-115.6437860             50.8471850
-115.6149470             50.8848880
-115.5792410             50.9134700
-115.6273060             50.9766340
-115.7467830             51.0323720
-115.8044610             51.0768280
-115.9294300             51.0923560
-116.0118280             51.1294300
-116.0269340             51.1750840
-116.0049610             51.2176820
-116.0695060             51.2503580
-116.1505300             51.2645380
-116.2150750             51.2950330
-116.2755000             51.3207880
-116.2830530             51.3615370
-116.2947260             51.3975370
-116.2871730             51.4583310
-116.3613300             51.4720200
-116.3929160             51.5053690
-116.3956630             51.5468070
-116.4739400             51.5809550
-116.4938530             51.6189140
-116.5707570             51.6513040
-116.5892970             51.6811160
-116.6105830             51.7257970
-116.6504080             51.7623600
-116.6675740             51.8065370
-116.7245660             51.8035650
-116.7671380             51.7831800
-116.8083370             51.7487590
-116.8103960             51.7062280
-116.8721950             51.7058020
-116.9401720             51.7326020
-116.9662650             51.7899760
-116.9861780             51.8353980
-117.0328700             51.8638170
-117.0177630             51.8913700
-117.1365530             51.9696980
-117.2162040             52.0263480
-117.2992880             52.0795510
-117.3178280             52.1870280
-117.3329340             52.1558650
-117.3638330             52.1390120
-117.4627100             52.1432260
-117.5566240             52.1325380
-117.6527550             52.1856130
-117.8148030             52.2302160
-117.8189230             52.2907350
-117.7365260             52.3461400
-117.7845910             52.4123650
-117.9507590             52.4550660
-118.0207970             52.4609230
-118.0386500             52.4408370
-118.0812220             52.4073390
-118.1910850             52.3746540
-118.2377770             52.4257660
-118.2034440             52.4876910
-118.2885890             52.5428490
-118.3325340             52.6008560
-118.3242940             52.6542050
-118.2947680             52.6850180
-118.3428340             52.7149770
-118.4176780             52.7748340
-118.4011980             52.8391710
-118.4629960             52.8698530
-118.4753560             52.8996850
-118.5584400             52.9038270
-118.6140590             52.8810420
-118.6174920             52.9340500
-118.6607500             52.9654920
-118.6490770             52.9952580
-118.6552570             53.0320240
-118.6930230             53.0328500
-118.7314750             53.0588560
-118.7699270             53.0419330
-118.7520740             53.0869090
-118.7335350             53.1170030
-118.7843470             53.1495480
-118.8365320             53.1841250
-118.9010760             53.2088060
-118.9525750             53.2363500
-119.0047600             53.2359390
-119.0191790             53.2186750
-118.9972070             53.1952340
-119.0281060             53.1639590
-119.0198660             53.1371920
-119.0493920             53.1264810
-119.0837240             53.1610770
-119.1475820             53.1857710
-119.2135000             53.1902970
-119.2546990             53.1771300
-119.2725520             53.2223750
-119.3267970             53.2700360
-119.3597560             53.3381490
-119.4689320             53.3574140
-119.5636890             53.3713450
-119.6165610             53.3631510
-119.6797320             53.3701160
-119.7326040             53.4053340
-119.7758630             53.4519740
-119.8033290             53.4973370
-119.8658130             53.5018300
-119.9008320             53.5295930
-119.8644400             53.5589690
-119.9234910             53.6135880
-119.8568870             53.6070700
-119.8074480             53.6021810
-119.7380970             53.6029960
-119.7380970             53.6380210
-119.7744890             53.6795250
-119.8568870             53.7140800
-119.9173120             53.7165180
-119.8932790             53.7477950
-119.8919060             53.7774260
-119.9557640             53.7794540
-119.9870060             53.8019670
-120.0010820             53.7995340
-120.0027990             53.8366240
-120.0012970             53.8106510
-120.0015550             53.8401480
-120.0015550             53.9142240
-120.0015550             54.0466670
-120.0015550             54.1250050
-120.0015550             54.3421260
-120.0015550             54.4624320
-120.0022420             55.3314650
-120.0022420             58.0277160
-120.0022420             59.4499410
-120.0022420             60.0010260
-118.4861280             60.0010260
-116.1020950             60.0010260
-113.4763630             60.0010260
-112.6194290             60.0010260
-111.2406450             60.0010260
-110.0156700             60.0037720
-110.0101760             59.3940530
-110.0101760             58.6676350
-110.0101760             56.9951050
-110.0156700             54.2900570
-110.0266560             52.7819760
-110.0046830             51.0543190
-110.0101760             50.0668110
-110.0046830             49.3993300
-110.0067220             49.0011350
